SpEffect found in TAE: 2024,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2024,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2024,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 6202002
SpEffect found in TAE: 2024,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 6202017
SpEffect found in TAE: 2024,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2024,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2024,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2024,SpEffect found in Animation: 35920,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2024,SpEffect found in Animation: 35920,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2024,SpEffect found in Animation: 35920,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2024,SpEffect found in Animation: 35920,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2025,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2025,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2025,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2025,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2025,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 1810
SpEffect found in TAE: 2025,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 1812
SpEffect found in TAE: 2025,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2025,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2025,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2025,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2025,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2025,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2025,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 1810
SpEffect found in TAE: 2025,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 1812
SpEffect found in TAE: 2025,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2025,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2025,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2025,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2025,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2025,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2025,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 1810
SpEffect found in TAE: 2025,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 1812
SpEffect found in TAE: 2025,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2025,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2025,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2025,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2025,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2025,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2025,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 1810
SpEffect found in TAE: 2025,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 1812
SpEffect found in TAE: 2025,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2025,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2025,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2025,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202010
SpEffect found in TAE: 2025,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2025,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2025,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2025,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 1682
SpEffect found in TAE: 2025,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 1680
SpEffect found in TAE: 2025,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2025,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 136
SpEffect found in TAE: 2025,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2025,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2025,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 6202010
SpEffect found in TAE: 2025,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2025,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2025,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2025,SpEffect found in Animation: 35920,SpEffect from Event Type: 67,SpEffect ID: 1682
SpEffect found in TAE: 2025,SpEffect found in Animation: 35920,SpEffect from Event Type: 67,SpEffect ID: 1680
SpEffect found in TAE: 2025,SpEffect found in Animation: 35920,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2025,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 136
SpEffect found in TAE: 2025,SpEffect found in Animation: 35920,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2026,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2026,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2026,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2026,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 1810
SpEffect found in TAE: 2026,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 1812
SpEffect found in TAE: 2026,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2026,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202010
SpEffect found in TAE: 2026,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2026,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2026,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2026,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2026,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 1810
SpEffect found in TAE: 2026,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 1812
SpEffect found in TAE: 2026,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2026,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202010
SpEffect found in TAE: 2026,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2026,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2026,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2026,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2026,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 1810
SpEffect found in TAE: 2026,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 1812
SpEffect found in TAE: 2026,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2026,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202010
SpEffect found in TAE: 2026,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2026,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2026,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2026,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2026,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 1810
SpEffect found in TAE: 2026,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 1812
SpEffect found in TAE: 2026,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2026,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202010
SpEffect found in TAE: 2026,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2026,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2026,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2026,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2026,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2026,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 1682
SpEffect found in TAE: 2026,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 1680
SpEffect found in TAE: 2026,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2026,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2026,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2026,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2026,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2026,SpEffect found in Animation: 35920,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2026,SpEffect found in Animation: 35920,SpEffect from Event Type: 67,SpEffect ID: 1682
SpEffect found in TAE: 2026,SpEffect found in Animation: 35920,SpEffect from Event Type: 67,SpEffect ID: 1680
SpEffect found in TAE: 2026,SpEffect found in Animation: 35920,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2026,SpEffect found in Animation: 35920,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2027,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2027,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 1682
SpEffect found in TAE: 2027,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 1680
SpEffect found in TAE: 2027,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2027,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2027,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2027,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 134
SpEffect found in TAE: 2027,SpEffect found in Animation: 35910,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2028,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2028,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2028,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2028,SpEffect found in Animation: 31910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2028,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 1680
SpEffect found in TAE: 2028,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 1682
SpEffect found in TAE: 2028,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2028,SpEffect found in Animation: 31910,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2028,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2028,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2028,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2028,SpEffect found in Animation: 31920,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2028,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2028,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2028,SpEffect found in Animation: 31920,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2028,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2028,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2028,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2028,SpEffect found in Animation: 33910,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2028,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 1680
SpEffect found in TAE: 2028,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 1682
SpEffect found in TAE: 2028,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 134
SpEffect found in TAE: 2028,SpEffect found in Animation: 33910,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2028,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2028,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2028,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2028,SpEffect found in Animation: 33920,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2028,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2028,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2028,SpEffect found in Animation: 33920,SpEffect from Event Type: 67,SpEffect ID: 6217010
SpEffect found in TAE: 2028,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2028,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 1680
SpEffect found in TAE: 2028,SpEffect found in Animation: 35910,SpEffect from Event Type: 66,SpEffect ID: 1682
